date,is_holiday,year,month,day,day_of_week,op_reserve,prcnt_op_reserve,peak_supply
2021-08-04,0,2021,8,4,2,4495.0,12.49,35988.79103282626
2021-08-05,0,2021,8,5,3,4526.0,12.81,35331.77205308353
2021-08-06,0,2021,8,6,4,4637.0,13.66,33945.82723279649
2021-08-07,2,2021,8,7,5,3438.0,11.58,29689.119170984457
2021-08-08,2,2021,8,8,6,4066.0,13.48,30163.204747774478
2021-08-09,0,2021,8,9,0,4845.0,13.78,35159.65166908563
2021-08-10,0,2021,8,10,1,4897.0,13.49,36300.963676797626
2021-08-11,0,2021,8,11,2,5975.0,16.38,36477.41147741148
2021-08-12,0,2021,8,12,3,5950.0,16.2,36728.3950617284
2021-08-13,0,2021,8,13,4,5481.0,15.06,36394.42231075697
2021-08-14,2,2021,8,14,5,5364.0,16.46,32588.092345078978
2021-08-15,2,2021,8,15,6,3483.0,11.22,31042.7807486631
2021-08-16,0,2021,8,16,0,4420.0,11.95,36987.44769874477
2021-08-17,0,2021,8,17,1,4393.0,11.65,37708.154506437764
2021-08-18,0,2021,8,18,2,4364.0,11.87,36764.95366470093
2021-08-19,0,2021,8,19,3,4913.0,13.09,37532.46753246753
2021-08-20,0,2021,8,20,4,5119.0,13.74,37256.186317321684
2021-08-21,2,2021,8,21,5,4736.0,14.1,33588.65248226951
2021-08-22,2,2021,8,22,6,3853.0,12.21,31556.101556101556
2021-08-23,0,2021,8,23,0,4656.0,12.41,37518.130539887185
2021-08-24,0,2021,8,24,1,3983.0,10.51,37897.240723120834
2021-08-25,0,2021,8,25,2,3951.0,10.27,38471.27555988316
2021-08-26,0,2021,8,26,3,4487.0,11.82,37961.082910321486
2021-08-27,0,2021,8,27,4,4788.0,12.67,37790.05524861879
2021-08-28,2,2021,8,28,5,5328.0,15.53,34307.79137153896
2021-08-29,2,2021,8,29,6,4682.0,14.48,32334.25414364641
2021-08-30,0,2021,8,30,0,3749.0,10.07,37229.39424031777
2021-08-31,0,2021,8,31,1,4829.0,12.93,37347.25444702243
2021-09-01,0,2021,9,1,2,3849.0,10.2,37735.29411764706
2021-09-02,0,2021,9,2,3,4267.0,11.29,37794.508414526135
2021-09-03,0,2021,9,3,4,3970.0,10.49,37845.56720686368
2021-09-04,2,2021,9,4,5,5140.0,15.54,33075.93307593308
2021-09-05,2,2021,9,5,6,4563.0,14.47,31534.20870767104
2021-09-06,0,2021,9,6,0,3883.0,10.28,37772.37354085603
2021-09-07,0,2021,9,7,1,3843.0,10.04,38276.89243027889
2021-09-08,0,2021,9,8,2,3860.0,10.03,38484.54636091725
2021-09-09,0,2021,9,9,3,3902.0,10.22,38180.03913894325
2021-09-10,0,2021,9,10,4,3303.0,8.53,38722.1570926143
2021-09-11,0,2021,9,11,5,3720.0,10.13,36722.60612043435
2021-09-12,2,2021,9,12,6,4008.0,13.4,29910.447761194027
2021-09-13,0,2021,9,13,0,3846.0,10.49,36663.48903717827
2021-09-14,0,2021,9,14,1,3958.0,10.4,38057.692307692305
2021-09-15,0,2021,9,15,2,3899.0,10.18,38300.589390962676
2021-09-16,0,2021,9,16,3,4841.0,12.9,37527.13178294573
2021-09-17,0,2021,9,17,4,4646.0,12.4,37467.74193548387
2021-09-18,2,2021,9,18,5,4609.0,13.68,33691.52046783626
2021-09-19,2,2021,9,19,6,3153.0,10.08,31279.761904761905
2021-09-20,2,2021,9,20,0,6911.0,22.14,31214.995483288167
2021-09-21,2,2021,9,21,1,6556.0,20.84,31458.73320537428
2021-09-22,0,2021,9,22,2,3817.0,10.07,37904.667328699106
2021-09-23,0,2021,9,23,3,3133.0,8.23,38068.04374240583
2021-09-24,0,2021,9,24,4,4457.0,11.81,37739.20406435224
2021-09-25,2,2021,9,25,5,5348.0,15.9,33635.22012578616
2021-09-26,2,2021,9,26,6,3209.0,10.23,31368.52394916911
2021-09-27,0,2021,9,27,0,4395.0,11.82,37182.74111675127
2021-09-28,0,2021,9,28,1,5268.0,14.25,36968.42105263158
2021-09-29,0,2021,9,29,2,4843.0,13.03,37168.07367613201
2021-09-30,0,2021,9,30,3,5212.0,14.0,37228.57142857143
2021-10-01,0,2021,10,1,4,3175.0,8.51,37309.0481786134
2021-10-02,2,2021,10,2,5,5235.0,15.6,33557.692307692305
2021-10-03,2,2021,10,3,6,3317.0,10.7,31000.000000000004
2021-10-04,0,2021,10,4,0,3756.0,10.01,37522.47752247752
2021-10-05,0,2021,10,5,1,2670.0,7.08,37711.86440677966
2021-10-06,0,2021,10,6,2,2327.0,6.19,37592.891760904684
2021-10-07,0,2021,10,7,3,1629.0,4.32,37708.33333333333
2021-10-08,0,2021,10,8,4,1854.0,4.93,37606.490872210954
2021-10-09,2,2021,10,9,5,5141.0,15.39,33404.80831708902
2021-10-10,2,2021,10,10,6,3642.0,11.78,30916.808149405773
2021-10-11,2,2021,10,11,0,2614.0,8.48,30825.471698113204
2021-10-12,0,2021,10,12,1,2384.0,6.61,36066.565809379725
2021-10-13,0,2021,10,13,2,2572.0,7.28,35329.67032967033
2021-10-14,0,2021,10,14,3,2883.0,8.27,34860.94316807739
2021-10-15,0,2021,10,15,4,2808.0,7.73,36326.00258732212
2021-10-16,2,2021,10,16,5,5663.0,17.49,32378.50200114351
2021-10-17,2,2021,10,17,6,6547.0,23.97,27313.308302044225
2021-10-18,0,2021,10,18,0,5902.0,18.4,32076.08695652174
2021-10-19,0,2021,10,19,1,5502.0,16.79,32769.50565812984
2021-10-20,0,2021,10,20,2,5030.0,15.11,33289.21244209133
2021-10-21,0,2021,10,21,3,6040.0,18.41,32808.25638240087
2021-10-22,0,2021,10,22,4,3899.0,12.48,31241.98717948718
2021-10-23,2,2021,10,23,5,4683.0,16.42,28520.097442143724
2021-10-24,2,2021,10,24,6,5049.0,18.75,26928.0
2021-10-25,0,2021,10,25,0,4043.0,12.76,31684.952978056426
2021-10-26,0,2021,10,26,1,3471.0,10.74,32318.435754189944
2021-10-27,0,2021,10,27,2,3915.0,12.12,32301.980198019803
2021-10-28,0,2021,10,28,3,6817.0,21.42,31825.396825396823
2021-10-29,0,2021,10,29,4,5412.0,17.31,31265.16464471404
2021-10-30,2,2021,10,30,5,3806.0,13.53,28130.08130081301
2021-10-31,2,2021,10,31,6,4487.0,16.5,27193.939393939392
2021-11-01,0,2021,11,1,0,3357.0,10.61,31639.96229971725
2021-11-02,0,2021,11,2,1,2949.0,9.27,31812.297734627835
2021-11-03,0,2021,11,3,2,4206.0,13.1,32106.870229007636
2021-11-04,0,2021,11,4,3,3767.0,11.61,32446.16709732989
2021-11-05,0,2021,11,5,4,2818.0,8.46,33309.6926713948
2021-11-06,2,2021,11,6,5,5471.0,18.31,29879.847078099403
2021-11-07,2,2021,11,7,6,2584.0,9.14,28271.334792122536
2021-11-08,0,2021,11,8,0,5417.0,17.36,31203.917050691245
2021-11-09,0,2021,11,9,1,3914.0,12.94,30247.295208655334
2021-11-10,0,2021,11,10,2,3685.0,12.23,30130.825838103025
2021-11-11,0,2021,11,11,3,3857.0,12.76,30227.272727272728
2021-11-12,0,2021,11,12,4,4319.0,14.42,29951.456310679612
2021-11-13,2,2021,11,13,5,5117.0,18.75,27290.666666666668
2021-11-14,2,2021,11,14,6,4828.0,18.52,26069.114470842334
2021-11-15,0,2021,11,15,0,3571.0,11.64,30678.6941580756
2021-11-16,0,2021,11,16,1,3899.0,12.5,31192.0
2021-11-17,0,2021,11,17,2,3858.0,12.27,31442.542787286064
2021-11-18,0,2021,11,18,3,3466.0,11.08,31281.58844765343
2021-11-19,0,2021,11,19,4,5704.0,18.2,31340.659340659342
2021-11-20,2,2021,11,20,5,4095.0,14.48,28280.38674033149
2021-11-21,2,2021,11,21,6,4098.0,15.03,27265.469061876247
2021-11-22,0,2021,11,22,0,6608.0,21.79,30325.837540156037
2021-11-23,0,2021,11,23,1,4036.0,13.36,30209.580838323356
2021-11-24,0,2021,11,24,2,3859.0,12.67,30457.774269928967
2021-11-25,0,2021,11,25,3,3937.0,12.79,30781.860828772482
2021-11-26,0,2021,11,26,4,4089.0,13.55,30177.12177121771
2021-11-27,2,2021,11,27,5,3727.0,13.46,27689.450222882613
2021-11-28,2,2021,11,28,6,3435.0,12.86,26710.730948678072
2021-11-29,0,2021,11,29,0,2773.0,8.92,31087.44394618834
2021-11-30,0,2021,11,30,1,4007.0,13.16,30448.3282674772
2021-12-01,0,2021,12,1,2,4556.0,15.27,29836.280288146692
2021-12-02,0,2021,12,2,3,3821.0,12.67,30157.85319652723
2021-12-03,0,2021,12,3,4,4967.0,16.74,29671.44563918758
2021-12-04,2,2021,12,4,5,4418.0,16.3,27104.294478527605
2021-12-05,2,2021,12,5,6,3620.0,13.82,26193.921852387844
2021-12-06,0,2021,12,6,0,3792.0,12.56,30191.08280254777
2021-12-07,0,2021,12,7,1,2841.0,9.39,30255.591054313096
2021-12-08,0,2021,12,8,2,4243.0,14.01,30285.51034975018
2021-12-09,0,2021,12,9,3,3256.0,10.55,30862.55924170616
2021-12-10,0,2021,12,10,4,3531.0,11.61,30413.43669250646
2021-12-11,2,2021,12,11,5,3273.0,11.77,27807.98640611725
2021-12-12,2,2021,12,12,6,4515.0,17.23,26204.29483459083
2021-12-13,0,2021,12,13,0,4083.0,13.5,30244.444444444445
2021-12-14,0,2021,12,14,1,3050.0,9.92,30745.967741935485
2021-12-15,0,2021,12,15,2,2686.0,8.67,30980.392156862745
2021-12-16,0,2021,12,16,3,2864.0,9.23,31029.25243770314
2021-12-17,0,2021,12,17,4,6616.0,22.08,29963.76811594203
2021-12-18,2,2021,12,18,5,4279.0,15.88,26945.843828715362
2021-12-19,2,2021,12,19,6,3428.0,13.14,26088.2800608828
2021-12-20,0,2021,12,20,0,2642.0,8.7,30367.816091954024
2021-12-21,0,2021,12,21,1,2862.0,9.31,30741.138560687432
2021-12-22,0,2021,12,22,2,3057.0,9.94,30754.52716297787
2021-12-23,0,2021,12,23,3,2423.0,7.81,31024.327784891168
2021-12-24,0,2021,12,24,4,3190.0,10.56,30208.333333333332
2021-12-25,2,2021,12,25,5,3035.0,11.12,27293.165467625902
2021-12-26,2,2021,12,26,6,3429.0,12.9,26581.39534883721
2021-12-27,0,2021,12,27,0,3768.0,12.44,30289.389067524116
2021-12-28,0,2021,12,28,1,3253.0,10.85,29981.566820276497
2021-12-29,0,2021,12,29,2,2807.0,9.38,29925.373134328354
2021-12-30,0,2021,12,30,3,4376.0,15.07,29037.823490378236
2021-12-31,2,2021,12,31,4,3927.0,14.85,26444.444444444445
2022-01-01,2,2022,1,1,5,3345.0,13.04,25651.84049079755
2022-01-02,2,2022,1,2,6,3641.0,14.05,25914.59074733096
2022-01-03,0,2022,1,3,0,3184.0,10.62,29981.167608286254
2022-01-04,0,2022,1,4,1,2620.0,8.64,30324.074074074073
2022-01-05,0,2022,1,5,2,2512.0,8.25,30448.484848484848
2022-01-06,0,2022,1,6,3,3209.0,10.6,30273.58490566038
2022-01-07,0,2022,1,7,4,3010.0,10.05,29950.2487562189
2022-01-08,2,2022,1,8,5,3147.0,11.5,27365.217391304348
2022-01-09,2,2022,1,9,6,3158.0,11.89,26560.134566862907
2022-01-10,0,2022,1,10,0,2491.0,8.25,30193.939393939392
2022-01-11,0,2022,1,11,1,2413.0,7.92,30467.171717171717
2022-01-12,0,2022,1,12,2,2220.0,7.35,30204.081632653062
2022-01-13,0,2022,1,13,3,2475.0,8.2,30182.926829268294
2022-01-14,0,2022,1,14,4,2681.0,8.98,29855.23385300668
2022-01-15,2,2022,1,15,5,2293.0,8.25,27793.939393939392
2022-01-16,2,2022,1,16,6,3429.0,12.8,26789.0625
2022-01-17,0,2022,1,17,0,2715.0,8.88,30574.324324324323
2022-01-18,0,2022,1,18,1,2425.0,7.92,30618.68686868687
2022-01-19,0,2022,1,19,2,3002.0,9.9,30323.23232323232
2022-01-20,0,2022,1,20,3,2660.0,8.69,30609.896432681246
2022-01-21,0,2022,1,21,4,2179.0,7.09,30733.42736248237
2022-01-22,0,2022,1,22,5,3032.0,10.28,29494.163424124516
2022-01-23,2,2022,1,23,6,2301.0,8.47,27166.46989374262
2022-01-24,0,2022,1,24,0,3167.0,10.45,30306.22009569378
2022-01-25,0,2022,1,25,1,2963.0,9.87,30020.263424518747
2022-01-26,0,2022,1,26,2,2549.0,8.48,30058.96226415094
2022-01-27,0,2022,1,27,3,3463.0,11.78,29397.283531409168
2022-01-28,0,2022,1,28,4,4700.0,17.0,27647.058823529413
2022-01-29,2,2022,1,29,5,3346.0,12.76,26222.57053291536
2022-01-30,2,2022,1,30,6,3087.0,12.3,25097.560975609755
2022-01-31,2,2022,1,31,0,3111.0,13.46,23112.927191679046
2022-02-01,2,2022,2,1,1,4421.0,19.32,22883.02277432712
2022-02-02,2,2022,2,2,2,3232.0,14.07,22970.85998578536
2022-02-03,2,2022,2,3,3,3135.0,13.09,23949.579831932773
2022-02-04,2,2022,2,4,4,3577.0,14.49,24685.99033816425
2022-02-05,2,2022,2,5,5,2930.0,11.57,25324.114088159033
2022-02-06,2,2022,2,6,6,3108.0,12.01,25878.43463780183
2022-02-07,0,2022,2,7,0,2986.0,10.04,29741.035856573708
2022-02-08,0,2022,2,8,1,3395.0,11.32,29991.166077738515
2022-02-09,0,2022,2,9,2,2833.0,9.36,30267.09401709402
2022-02-10,0,2022,2,10,3,2972.0,9.78,30388.548057259715
2022-02-11,0,2022,2,11,4,3343.0,11.08,30171.480144404333
2022-02-12,2,2022,2,12,5,2921.0,10.43,28005.752636625122
2022-02-13,2,2022,2,13,6,3757.0,13.9,27028.776978417267
2022-02-14,0,2022,2,14,0,2966.0,9.7,30577.319587628866
2022-02-15,0,2022,2,15,1,2877.0,9.4,30606.382978723403
2022-02-16,0,2022,2,16,2,3665.0,12.02,30490.848585690517
2022-02-17,0,2022,2,17,3,3043.0,9.88,30799.595141700403
2022-02-18,0,2022,2,18,4,3184.0,10.4,30615.384615384613
2022-02-19,2,2022,2,19,5,2989.0,10.53,28385.56505223172
2022-02-20,2,2022,2,20,6,2972.0,10.45,28440.19138755981
2022-02-21,0,2022,2,21,0,2006.0,6.4,31343.75
2022-02-22,0,2022,2,22,1,2603.0,8.4,30988.095238095237
2022-02-23,0,2022,2,23,2,2567.0,8.2,31304.87804878049
2022-02-24,0,2022,2,24,3,2511.0,8.07,31115.241635687733
2022-02-25,0,2022,2,25,4,3406.0,11.31,30114.94252873563
2022-02-26,2,2022,2,26,5,3437.0,12.35,27829.95951417004
2022-02-27,2,2022,2,27,6,3730.0,14.24,26193.8202247191
2022-02-28,2,2022,2,28,0,4127.0,15.1,27331.12582781457
2022-03-01,0,2022,3,1,1,2510.0,8.23,30498.177399756984
2022-03-02,0,2022,3,2,2,3135.0,10.22,30675.14677103718
2022-03-03,0,2022,3,3,3,7126.0,24.61,28955.70906135717
2022-03-04,0,2022,3,4,4,3261.0,10.79,30222.428174235407
2022-03-05,2,2022,3,5,5,4338.0,15.83,27403.66392924826
2022-03-06,2,2022,3,6,6,4632.0,17.57,26363.118952760386
2022-03-07,0,2022,3,7,0,2527.0,8.5,29729.41176470588
2022-03-08,0,2022,3,8,1,3290.0,10.99,29936.305732484077
2022-03-09,0,2022,3,9,2,2550.0,8.42,30285.035629453683
2022-03-10,0,2022,3,10,3,3088.0,10.18,30333.988212180746
2022-03-11,0,2022,3,11,4,3148.0,10.37,30356.798457087756
2022-03-12,2,2022,3,12,5,3438.0,12.32,27905.844155844155
2022-03-13,2,2022,3,13,6,2839.0,10.36,27403.474903474904
2022-03-14,0,2022,3,14,0,2659.0,8.5,31282.352941176472
2022-03-15,0,2022,3,15,1,2986.0,9.37,31867.662753468518
2022-03-16,0,2022,3,16,2,2859.0,8.94,31979.86577181208
2022-03-17,0,2022,3,17,3,2712.0,8.45,32094.67455621302
2022-03-18,0,2022,3,18,4,4424.0,14.03,31532.43050605845
2022-03-19,2,2022,3,19,5,2675.0,9.44,28336.864406779663
2022-03-20,2,2022,3,20,6,3050.0,11.06,27576.853526220613
2022-03-21,0,2022,3,21,0,2751.0,8.62,31914.153132250583
2022-03-22,0,2022,3,22,1,3735.0,11.88,31439.393939393936
2022-03-23,0,2022,3,23,2,3717.0,12.2,30467.2131147541
2022-03-24,0,2022,3,24,3,2381.0,7.68,31002.604166666668
2022-03-25,0,2022,3,25,4,3394.0,10.68,31779.026217228464
2022-03-26,2,2022,3,26,5,3277.0,11.25,29128.88888888889
2022-03-27,2,2022,3,27,6,3414.0,12.69,26903.07328605201
2022-03-28,0,2022,3,28,0,3069.0,10.01,30659.34065934066
2022-03-29,0,2022,3,29,1,,,
2022-03-30,0,2022,3,30,2,,,
2022-03-31,0,2022,3,31,3,,,
2022-04-01,0,2022,4,1,4,,,
2022-04-02,2,2022,4,2,5,,,
2022-04-03,2,2022,4,3,6,,,
2022-04-04,2,2022,4,4,0,,,
2022-04-05,2,2022,4,5,1,,,
2022-04-06,0,2022,4,6,2,,,
2022-04-07,0,2022,4,7,3,,,
2022-04-08,0,2022,4,8,4,,,
2022-04-09,2,2022,4,9,5,,,
2022-04-10,2,2022,4,10,6,,,
2022-04-11,0,2022,4,11,0,,,
2022-04-12,0,2022,4,12,1,,,
2022-04-13,0,2022,4,13,2,,,
