date,is_holiday,year,month,day,day_of_week,op_reserve,prcnt_op_reserve,peak_supply
2017-01-02,2,2017,1,2,0,1552.0,6.34,24479.495268138802
2017-01-03,0,2017,1,3,1,1021.0,3.63,28126.7217630854
2017-01-04,0,2017,1,4,2,1272.0,4.47,28456.375838926175
2017-01-05,0,2017,1,5,3,1729.0,6.1,28344.262295081968
2017-01-06,0,2017,1,6,4,1152.0,4.12,27961.165048543688
2017-01-07,2,2017,1,7,5,2214.0,8.65,25595.37572254335
2017-01-08,2,2017,1,8,6,1844.0,7.64,24136.12565445026
2017-01-09,0,2017,1,9,0,1707.0,6.17,27666.12641815235
2017-01-10,0,2017,1,10,1,1252.0,4.51,27760.532150776053
2017-01-11,0,2017,1,11,2,1598.0,5.71,27985.98949211909
2017-01-12,0,2017,1,12,3,1302.0,4.62,28181.81818181818
2017-01-13,0,2017,1,13,4,1979.0,7.29,27146.776406035664
2017-01-14,2,2017,1,14,5,1911.0,7.73,24721.862871927555
2017-01-15,2,2017,1,15,6,1362.0,5.64,24148.936170212768
2017-01-16,0,2017,1,16,0,1508.0,5.51,27368.42105263158
2017-01-17,0,2017,1,17,1,1308.0,4.71,27770.700636942674
2017-01-18,0,2017,1,18,2,1840.0,6.63,27752.6395173454
2017-01-19,0,2017,1,19,3,2341.0,8.43,27769.869513641755
2017-01-20,0,2017,1,20,4,2192.0,8.15,26895.70552147239
2017-01-21,2,2017,1,21,5,1931.0,7.75,24916.129032258064
2017-01-22,2,2017,1,22,6,1491.0,6.15,24243.90243902439
2017-01-23,0,2017,1,23,0,1887.0,7.0,26957.14285714286
2017-01-24,0,2017,1,24,1,1575.0,5.88,26785.714285714286
2017-01-25,0,2017,1,25,2,2315.0,8.94,25894.854586129757
2017-01-26,0,2017,1,26,3,2407.0,10.46,23011.472275334607
2017-01-27,2,2017,1,27,4,2297.0,11.36,20220.070422535213
2017-01-28,2,2017,1,28,5,2893.0,14.71,19666.893269884433
2017-01-29,2,2017,1,29,6,2472.0,12.42,19903.38164251208
2017-01-30,2,2017,1,30,0,2617.0,13.01,20115.29592621061
2017-01-31,2,2017,1,31,1,2736.0,12.91,21192.873741285825
2017-02-01,2,2017,2,1,2,2971.0,13.39,22188.2001493652
2017-02-02,0,2017,2,2,3,2335.0,9.45,24708.99470899471
2017-02-03,0,2017,2,3,4,1629.0,6.37,25572.998430141288
2017-02-04,2,2017,2,4,5,2066.0,8.49,24334.511189634864
2017-02-05,2,2017,2,5,6,2905.0,12.41,23408.541498791295
2017-02-06,0,2017,2,6,0,2596.0,9.83,26408.952187182094
2017-02-07,0,2017,2,7,1,1732.0,6.44,26894.4099378882
2017-02-08,0,2017,2,8,2,1690.0,6.23,27126.80577849117
2017-02-09,0,2017,2,9,3,1769.0,6.53,27090.352220520672
2017-02-10,0,2017,2,10,4,2280.0,8.42,27078.384798099763
2017-02-11,2,2017,2,11,5,2534.0,10.32,24554.263565891473
2017-02-12,2,2017,2,12,6,2834.0,11.81,23996.613039796783
2017-02-13,0,2017,2,13,0,1845.0,6.87,26855.89519650655
2017-02-14,0,2017,2,14,1,1974.0,7.26,27190.0826446281
2017-02-15,0,2017,2,15,2,1805.0,6.63,27224.736048265462
2017-02-16,0,2017,2,16,3,2516.0,9.26,27170.62634989201
2017-02-17,0,2017,2,17,4,2577.0,9.46,27241.01479915433
2017-02-18,0,2017,2,18,5,2218.0,8.48,26155.66037735849
2017-02-19,2,2017,2,19,6,1878.0,7.88,23832.48730964467
2017-02-20,0,2017,2,20,0,2095.0,7.56,27711.640211640213
2017-02-21,0,2017,2,21,1,1961.0,7.06,27776.20396600567
2017-02-22,0,2017,2,22,2,1719.0,6.07,28319.604612850082
2017-02-23,0,2017,2,23,3,2405.0,8.74,27517.16247139588
2017-02-24,0,2017,2,24,4,2323.0,8.56,27137.850467289718
2017-02-25,2,2017,2,25,5,2143.0,8.7,24632.18390804598
2017-02-26,2,2017,2,26,6,2297.0,9.84,23343.49593495935
2017-02-27,2,2017,2,27,0,1748.0,7.26,24077.134986225898
2017-02-28,2,2017,2,28,1,1571.0,6.28,25015.92356687898
2017-03-01,0,2017,3,1,2,1907.0,7.0,27242.85714285714
2017-03-02,0,2017,3,2,3,2253.0,8.32,27079.326923076922
2017-03-03,0,2017,3,3,4,2012.0,7.47,26934.404283801876
2017-03-04,2,2017,3,4,5,1765.0,7.13,24754.558204768582
2017-03-05,2,2017,3,5,6,2037.0,8.49,23992.932862190813
2017-03-06,0,2017,3,6,0,2342.0,8.65,27075.14450867052
2017-03-07,0,2017,3,7,1,2062.0,7.48,27566.844919786094
2017-03-08,0,2017,3,8,2,2204.0,7.94,27758.186397984886
2017-03-09,0,2017,3,9,3,1819.0,6.53,27856.04900459418
2017-03-10,0,2017,3,10,4,1748.0,6.27,27878.78787878788
2017-03-11,2,2017,3,11,5,1791.0,7.12,25154.494382022473
2017-03-12,2,2017,3,12,6,1856.0,7.62,24356.955380577427
2017-03-13,0,2017,3,13,0,2037.0,7.3,27904.109589041098
2017-03-14,0,2017,3,14,1,2085.0,7.51,27762.982689747005
2017-03-15,0,2017,3,15,2,1871.0,6.73,27800.891530460623
2017-03-16,0,2017,3,16,3,1873.0,6.67,28080.95952023988
2017-03-17,0,2017,3,17,4,1716.0,6.15,27902.43902439024
2017-03-18,2,2017,3,18,5,2189.0,8.68,25218.89400921659
2017-03-19,2,2017,3,19,6,2149.0,8.81,24392.735527809305
2017-03-20,0,2017,3,20,0,1886.0,6.63,28446.455505279035
2017-03-21,0,2017,3,21,1,2510.0,8.9,28202.247191011236
2017-03-22,0,2017,3,22,2,2284.0,8.13,28093.480934809344
2017-03-23,0,2017,3,23,3,2334.0,8.32,28052.884615384613
2017-03-24,0,2017,3,24,4,2408.0,8.64,27870.37037037037
2017-03-25,2,2017,3,25,5,2262.0,9.18,24640.522875816994
2017-03-26,2,2017,3,26,6,1925.0,8.06,23883.3746898263
2017-03-27,0,2017,3,27,0,2431.0,8.93,27222.844344904817
2017-03-28,0,2017,3,28,1,2134.0,7.69,27750.325097529258
2017-03-29,0,2017,3,29,2,2073.0,7.4,28013.513513513513
2017-03-30,0,2017,3,30,3,2346.0,8.39,27961.859356376637
2017-03-31,0,2017,3,31,4,2418.0,8.62,28051.044083526685
2017-04-01,2,2017,4,1,5,2521.0,10.4,24240.384615384613
2017-04-02,2,2017,4,2,6,2322.0,10.14,22899.408284023666
2017-04-03,2,2017,4,3,0,2200.0,9.65,22797.927461139894
2017-04-04,2,2017,4,4,1,1752.0,7.41,23643.724696356276
2017-04-05,0,2017,4,5,2,1837.0,6.63,27707.39064856712
2017-04-06,0,2017,4,6,3,2149.0,7.63,28165.1376146789
2017-04-07,0,2017,4,7,4,1686.0,5.87,28722.316865417375
2017-04-08,2,2017,4,8,5,2238.0,8.51,26298.472385428908
2017-04-09,2,2017,4,9,6,1660.0,6.49,25577.812018489985
2017-04-10,0,2017,4,10,0,1077.0,3.56,30252.808988764045
2017-04-11,0,2017,4,11,1,2088.0,7.1,29408.450704225354
2017-04-12,0,2017,4,12,2,2664.0,9.51,28012.61829652997
2017-04-13,0,2017,4,13,3,2043.0,7.25,28179.310344827587
2017-04-14,0,2017,4,14,4,2122.0,7.51,28255.65912117177
2017-04-15,2,2017,4,15,5,1937.0,7.4,26175.675675675673
2017-04-16,2,2017,4,16,6,1907.0,7.48,25494.65240641711
2017-04-17,0,2017,4,17,0,1525.0,5.03,30318.091451292246
2017-04-18,0,2017,4,18,1,1546.0,5.03,30735.586481113318
2017-04-19,0,2017,4,19,2,980.0,3.16,31012.6582278481
2017-04-20,0,2017,4,20,3,1600.0,5.21,30710.17274472169
2017-04-21,0,2017,4,21,4,1407.0,4.54,30991.189427312776
2017-04-22,2,2017,4,22,5,2741.0,11.1,24693.693693693695
2017-04-23,2,2017,4,23,6,2148.0,8.92,24080.717488789236
2017-04-24,0,2017,4,24,0,2140.0,7.55,28344.370860927153
2017-04-25,0,2017,4,25,1,2063.0,7.07,29179.63224893918
2017-04-26,0,2017,4,26,2,1673.0,5.5,30418.18181818182
2017-04-27,0,2017,4,27,3,2631.0,9.28,28351.29310344828
2017-04-28,0,2017,4,28,4,2651.0,9.76,27161.88524590164
2017-04-29,2,2017,4,29,5,2395.0,9.68,24741.735537190085
2017-04-30,2,2017,4,30,6,1995.0,8.31,24007.220216606496
2017-05-01,0,2017,5,1,0,3173.0,12.39,25609.362389023405
2017-05-02,0,2017,5,2,1,2517.0,8.48,29681.603773584906
2017-05-03,0,2017,5,3,2,2287.0,7.39,30947.225981055482
2017-05-04,0,2017,5,4,3,1908.0,6.08,31381.57894736842
2017-05-05,0,2017,5,5,4,1758.0,5.52,31847.826086956524
2017-05-06,2,2017,5,6,5,2637.0,9.56,27583.6820083682
2017-05-07,2,2017,5,7,6,2500.0,9.67,25853.154084798345
2017-05-08,0,2017,5,8,0,1730.0,5.49,31511.83970856102
2017-05-09,0,2017,5,9,1,1849.0,5.86,31552.901023890783
2017-05-10,0,2017,5,10,2,1372.0,4.21,32589.073634204276
2017-05-11,0,2017,5,11,3,1984.0,6.01,33011.647254575706
2017-05-12,0,2017,5,12,4,1337.0,4.08,32769.60784313725
2017-05-13,2,2017,5,13,5,2749.0,9.88,27823.88663967611
2017-05-14,2,2017,5,14,6,2016.0,7.58,26596.30606860158
2017-05-15,0,2017,5,15,0,1458.0,4.51,32328.159645232816
2017-05-16,0,2017,5,16,1,2198.0,7.3,30109.589041095893
2017-05-17,0,2017,5,17,2,2908.0,9.65,30134.715025906735
2017-05-18,0,2017,5,18,3,2596.0,8.29,31314.837153196626
2017-05-19,0,2017,5,19,4,2372.0,7.63,31087.81127129751
2017-05-20,2,2017,5,20,5,2607.0,9.72,26820.987654320987
2017-05-21,2,2017,5,21,6,2589.0,9.9,26151.515151515152
2017-05-22,0,2017,5,22,0,2384.0,7.42,32129.380053908357
2017-05-23,0,2017,5,23,1,1721.0,5.26,32718.631178707226
2017-05-24,0,2017,5,24,2,1628.0,4.93,33022.312373225155
2017-05-25,0,2017,5,25,3,2841.0,9.15,31049.180327868853
2017-05-26,0,2017,5,26,4,2746.0,9.06,30309.05077262693
2017-05-27,2,2017,5,27,5,3389.0,12.86,26353.032659409022
2017-05-28,2,2017,5,28,6,3025.0,11.97,25271.512113617377
2017-05-29,2,2017,5,29,0,3152.0,12.04,26179.401993355485
2017-05-30,2,2017,5,30,1,2658.0,9.98,26633.26653306613
2017-05-31,0,2017,5,31,2,2424.0,7.42,32668.46361185984
2017-06-01,0,2017,6,1,3,2886.0,9.04,31924.77876106195
2017-06-02,0,2017,6,2,4,2000.0,6.3,31746.031746031746
2017-06-03,0,2017,6,3,5,2481.0,8.16,30404.41176470588
2017-06-04,2,2017,6,4,6,2469.0,9.29,26576.964477933263
2017-06-05,0,2017,6,5,0,2432.0,7.64,31832.460732984295
2017-06-06,0,2017,6,6,1,1400.0,4.23,33096.926713947985
2017-06-07,0,2017,6,7,2,1253.0,3.67,34141.689373297006
2017-06-08,0,2017,6,8,3,1623.0,4.77,34025.157232704405
2017-06-09,0,2017,6,9,4,1577.0,4.64,33987.06896551725
2017-06-10,2,2017,6,10,5,2379.0,7.68,30976.5625
2017-06-11,2,2017,6,11,6,3231.0,11.08,29160.649819494585
2017-06-12,0,2017,6,12,0,1218.0,3.52,34602.27272727273
2017-06-13,0,2017,6,13,1,1571.0,4.55,34527.47252747253
2017-06-14,0,2017,6,14,2,2958.0,9.27,31909.38511326861
2017-06-15,0,2017,6,15,3,3614.0,11.97,30192.147034252295
2017-06-16,0,2017,6,16,4,2912.0,9.4,30978.723404255317
2017-06-17,2,2017,6,17,5,3009.0,11.04,27255.434782608696
2017-06-18,2,2017,6,18,6,3496.0,13.28,26325.30120481928
2017-06-19,0,2017,6,19,0,3324.0,10.76,30892.193308550188
2017-06-20,0,2017,6,20,1,3868.0,12.12,31914.191419141916
2017-06-21,0,2017,6,21,2,2735.0,8.16,33517.1568627451
2017-06-22,0,2017,6,22,3,2121.0,6.14,34543.97394136808
2017-06-23,0,2017,6,23,4,1763.0,5.1,34568.62745098039
2017-06-24,2,2017,6,24,5,3473.0,11.23,30926.090828138913
2017-06-25,2,2017,6,25,6,2377.0,8.02,29638.40399002494
2017-06-26,0,2017,6,26,0,2179.0,6.2,35145.16129032258
2017-06-27,0,2017,6,27,1,1960.0,5.58,35125.44802867383
2017-06-28,0,2017,6,28,2,1833.0,5.19,35317.919075144506
2017-06-29,0,2017,6,29,3,1801.0,5.11,35244.618395303325
2017-06-30,0,2017,6,30,4,2048.0,5.87,34889.26746166951
2017-07-01,2,2017,7,1,5,3588.0,11.63,30851.246775580392
2017-07-02,2,2017,7,2,6,3528.0,12.34,28589.95137763371
2017-07-03,0,2017,7,3,0,1845.0,5.27,35009.48766603416
2017-07-04,0,2017,7,4,1,1806.0,5.18,34864.86486486487
2017-07-05,0,2017,7,5,2,1997.0,5.72,34912.58741258741
2017-07-06,0,2017,7,6,3,1851.0,5.25,35257.142857142855
2017-07-07,0,2017,7,7,4,1903.0,5.48,34726.27737226277
2017-07-08,2,2017,7,8,5,3272.0,10.76,30408.9219330855
2017-07-09,2,2017,7,9,6,2969.0,10.19,29136.40824337586
2017-07-10,0,2017,7,10,0,1636.0,4.67,35032.1199143469
2017-07-11,0,2017,7,11,1,1728.0,4.87,35482.546201232035
2017-07-12,0,2017,7,12,2,1290.0,3.64,35439.56043956044
2017-07-13,0,2017,7,13,3,1634.0,4.57,35754.923413566736
2017-07-14,0,2017,7,14,4,1966.0,5.53,35551.53707052441
2017-07-15,2,2017,7,15,5,3538.0,11.36,31144.3661971831
2017-07-16,2,2017,7,16,6,2928.0,10.01,29250.74925074925
2017-07-17,0,2017,7,17,0,2250.0,6.55,34351.14503816794
2017-07-18,0,2017,7,18,1,1195.0,3.31,36102.71903323263
2017-07-19,0,2017,7,19,2,1663.0,4.61,36073.752711496745
2017-07-20,0,2017,7,20,3,1497.0,4.16,35985.57692307692
2017-07-21,0,2017,7,21,4,1409.0,3.9,36128.20512820513
2017-07-22,2,2017,7,22,5,3570.0,11.35,31453.74449339207
2017-07-23,2,2017,7,23,6,1480.0,4.79,30897.70354906054
2017-07-24,0,2017,7,24,0,917.0,2.54,36102.362204724406
2017-07-25,0,2017,7,25,1,1424.0,3.93,36234.096692111954
2017-07-26,0,2017,7,26,2,1586.0,4.38,36210.045662100456
2017-07-27,0,2017,7,27,3,1845.0,5.18,35617.76061776062
2017-07-28,0,2017,7,28,4,1513.0,4.24,35683.96226415094
2017-07-29,2,2017,7,29,5,3690.0,12.3,30000.0
2017-07-30,2,2017,7,30,6,3556.0,12.71,27977.970102281666
2017-07-31,0,2017,7,31,0,4212.0,13.76,30610.46511627907
2017-08-01,0,2017,8,1,1,2263.0,6.84,33084.79532163743
2017-08-02,0,2017,8,2,2,2620.0,7.83,33461.047254150704
2017-08-03,0,2017,8,3,3,1922.0,5.56,34568.34532374101
2017-08-04,0,2017,8,4,4,1438.0,4.14,34734.29951690821
2017-08-05,2,2017,8,5,5,2040.0,6.46,31578.947368421053
2017-08-06,2,2017,8,6,6,1954.0,6.37,30675.03924646782
2017-08-07,0,2017,8,7,0,846.0,2.34,36153.846153846156
2017-08-08,0,2017,8,8,1,624.0,1.72,36279.06976744186
2017-08-09,0,2017,8,9,2,981.0,2.72,36066.17647058823
2017-08-10,0,2017,8,10,3,1169.0,3.27,35749.23547400611
2017-08-11,0,2017,8,11,4,643.0,1.77,36327.68361581921
2017-08-12,2,2017,8,12,5,2227.0,6.86,32463.55685131195
2017-08-13,2,2017,8,13,6,2673.0,8.64,30937.499999999996
2017-08-14,0,2017,8,14,0,1825.0,5.06,36067.19367588933
2017-08-15,0,2017,8,15,1,1157.0,3.17,36498.42271293375
2017-08-16,0,2017,8,16,2,1622.0,4.46,36367.71300448431
2017-08-17,0,2017,8,17,3,1579.0,4.34,36382.488479262676
2017-08-18,0,2017,8,18,4,1520.0,4.19,36276.84964200477
2017-08-19,2,2017,8,19,5,2481.0,7.7,32220.77922077922
2017-08-20,2,2017,8,20,6,2648.0,8.62,30719.257540603252
2017-08-21,0,2017,8,21,0,1870.0,5.18,36100.3861003861
2017-08-22,0,2017,8,22,1,2235.0,6.33,35308.056872037916
2017-08-23,0,2017,8,23,2,2495.0,7.21,34604.71567267684
2017-08-24,0,2017,8,24,3,1466.0,4.13,35496.36803874092
2017-08-25,0,2017,8,25,4,1957.0,5.57,35134.64991023339
2017-08-26,2,2017,8,26,5,2174.0,6.9,31507.246376811592
2017-08-27,2,2017,8,27,6,2715.0,9.29,29224.973089343384
2017-08-28,0,2017,8,28,0,1880.0,5.29,35538.75236294896
2017-08-29,0,2017,8,29,1,1408.0,3.9,36102.5641025641
2017-08-30,0,2017,8,30,2,1982.0,5.59,35456.17173524151
2017-08-31,0,2017,8,31,3,2472.0,7.11,34767.93248945147
2017-09-01,0,2017,9,1,4,3697.0,11.19,33038.42716711349
2017-09-02,2,2017,9,2,5,3504.0,11.94,29346.73366834171
2017-09-03,2,2017,9,3,6,2578.0,9.19,28052.23068552775
2017-09-04,0,2017,9,4,0,2011.0,5.92,33969.59459459459
2017-09-05,0,2017,9,5,1,1770.0,5.15,34368.93203883495
2017-09-06,0,2017,9,6,2,1191.0,3.33,35765.76576576576
2017-09-07,0,2017,9,7,3,2200.0,6.28,35031.84713375796
2017-09-08,0,2017,9,8,4,2264.0,6.46,35046.43962848297
2017-09-09,2,2017,9,9,5,2133.0,6.98,30558.739255014323
2017-09-10,2,2017,9,10,6,1778.0,6.02,29534.883720930236
2017-09-11,0,2017,9,11,0,2300.0,6.59,34901.36570561457
2017-09-12,0,2017,9,12,1,1785.0,5.02,35557.76892430279
2017-09-13,0,2017,9,13,2,3133.0,9.24,33906.9264069264
2017-09-14,0,2017,9,14,3,3301.0,10.02,32944.111776447106
2017-09-15,0,2017,9,15,4,1722.0,5.07,33964.497041420116
2017-09-16,2,2017,9,16,5,1949.0,6.36,30644.654088050313
2017-09-17,2,2017,9,17,6,2508.0,8.85,28338.98305084746
2017-09-18,0,2017,9,18,0,2987.0,8.94,33411.63310961969
2017-09-19,0,2017,9,19,1,1881.0,5.49,34262.29508196721
2017-09-20,0,2017,9,20,2,1912.0,5.48,34890.51094890511
2017-09-21,0,2017,9,21,3,1514.0,4.33,34965.357967667434
2017-09-22,0,2017,9,22,4,1284.0,3.63,35371.90082644628
2017-09-23,2,2017,9,23,5,1349.0,4.2,32119.04761904762
2017-09-24,2,2017,9,24,6,1530.0,4.98,30722.891566265058
2017-09-25,0,2017,9,25,0,1250.0,3.49,35816.61891117478
2017-09-26,0,2017,9,26,1,1421.0,3.92,36250.0
2017-09-27,0,2017,9,27,2,1314.0,3.61,36398.891966759
2017-09-28,0,2017,9,28,3,1127.0,3.13,36006.38977635783
2017-09-29,0,2017,9,29,4,1904.0,5.39,35324.67532467533
2017-09-30,0,2017,9,30,5,1564.0,4.52,34601.76991150443
2017-10-01,2,2017,10,1,6,1757.0,5.8,30293.103448275862
2017-10-02,0,2017,10,2,0,1501.0,4.2,35738.09523809524
2017-10-03,0,2017,10,3,1,1700.0,4.73,35940.80338266384
2017-10-04,2,2017,10,4,2,2899.0,9.97,29077.231695085255
2017-10-05,0,2017,10,5,3,2025.0,5.84,34674.65753424657
2017-10-06,0,2017,10,6,4,1367.0,3.91,34961.6368286445
2017-10-07,2,2017,10,7,5,2463.0,8.33,29567.82713085234
2017-10-08,2,2017,10,8,6,2708.0,9.63,28120.456905503634
2017-10-09,2,2017,10,9,0,1563.0,5.41,28890.942698706098
2017-10-10,2,2017,10,10,1,1301.0,4.3,30255.813953488374
2017-10-11,0,2017,10,11,2,1195.0,3.39,35250.73746312684
2017-10-12,0,2017,10,12,3,2370.0,6.97,34002.869440459115
2017-10-13,0,2017,10,13,4,2091.0,6.48,32268.518518518515
2017-10-14,2,2017,10,14,5,1906.0,6.62,28791.540785498488
2017-10-15,2,2017,10,15,6,2520.0,9.21,27361.563517915307
2017-10-16,0,2017,10,16,0,1742.0,5.27,33055.0284629981
2017-10-17,0,2017,10,17,1,1812.0,5.54,32707.58122743682
2017-10-18,0,2017,10,18,2,2517.0,7.8,32269.23076923077
2017-10-19,0,2017,10,19,3,2332.0,7.46,31260.053619302947
2017-10-20,0,2017,10,20,4,2103.0,6.81,30881.05726872247
2017-10-21,2,2017,10,21,5,3393.0,13.12,25861.28048780488
2017-10-22,2,2017,10,22,6,2956.0,12.2,24229.508196721312
2017-10-23,0,2017,10,23,0,2746.0,9.58,28663.883089770356
2017-10-24,0,2017,10,24,1,2966.0,10.17,29164.208456243854
2017-10-25,0,2017,10,25,2,3056.0,10.45,29244.019138755983
2017-10-26,0,2017,10,26,3,2784.0,9.51,29274.447949526813
2017-10-27,0,2017,10,27,4,2296.0,7.97,28808.030112923465
2017-10-28,2,2017,10,28,5,2306.0,9.02,25565.410199556543
2017-10-29,2,2017,10,29,6,3608.0,14.91,24198.524480214623
2017-10-30,0,2017,10,30,0,2593.0,9.19,28215.45157780196
2017-10-31,0,2017,10,31,1,2625.0,9.2,28532.608695652176
2017-11-01,0,2017,11,1,2,2008.0,6.86,29271.137026239066
2017-11-02,0,2017,11,2,3,2073.0,6.88,30130.813953488374
2017-11-03,0,2017,11,3,4,3092.0,10.57,29252.60170293283
2017-11-04,2,2017,11,4,5,2502.0,9.77,25609.007164790175
2017-11-05,2,2017,11,5,6,2076.0,8.43,24626.334519572956
2017-11-06,0,2017,11,6,0,2655.0,8.96,29631.696428571428
2017-11-07,0,2017,11,7,1,1923.0,6.27,30669.856459330145
2017-11-08,0,2017,11,8,2,2665.0,8.93,29843.225083986563
2017-11-09,0,2017,11,9,3,2208.0,7.3,30246.575342465756
2017-11-10,0,2017,11,10,4,1908.0,6.24,30576.923076923074
2017-11-11,2,2017,11,11,5,1988.0,7.52,26436.17021276596
2017-11-12,2,2017,11,12,6,1619.0,6.43,25178.849144634525
2017-11-13,0,2017,11,13,0,2796.0,9.43,29650.053022269352
2017-11-14,0,2017,11,14,1,2589.0,8.64,29965.277777777777
2017-11-15,0,2017,11,15,2,2631.0,8.84,29762.443438914026
2017-11-16,0,2017,11,16,3,2449.0,8.04,30460.19900497513
2017-11-17,0,2017,11,17,4,2251.0,7.37,30542.740841248302
2017-11-18,2,2017,11,18,5,2494.0,9.52,26197.47899159664
2017-11-19,2,2017,11,19,6,2158.0,8.76,24634.703196347033
2017-11-20,0,2017,11,20,0,2312.0,8.04,28756.21890547264
2017-11-21,0,2017,11,21,1,1501.0,5.1,29431.37254901961
2017-11-22,0,2017,11,22,2,2506.0,8.66,28937.644341801384
2017-11-23,0,2017,11,23,3,3045.0,10.7,28457.943925233645
2017-11-24,0,2017,11,24,4,3018.0,10.66,28311.444652908067
2017-11-25,2,2017,11,25,5,2654.0,10.34,25667.311411992265
2017-11-26,2,2017,11,26,6,2788.0,11.25,24782.222222222223
2017-11-27,0,2017,11,27,0,2225.0,7.69,28933.68010403121
2017-11-28,0,2017,11,28,1,1509.0,5.08,29704.72440944882
2017-11-29,0,2017,11,29,2,1804.0,6.11,29525.368248772502
2017-11-30,0,2017,11,30,3,2597.0,8.9,29179.775280898873
2017-12-01,0,2017,12,1,4,2516.0,8.82,28526.07709750567
2017-12-02,2,2017,12,2,5,3037.0,11.85,25628.691983122364
2017-12-03,2,2017,12,3,6,3088.0,12.6,24507.93650793651
2017-12-04,0,2017,12,4,0,2784.0,9.85,28263.959390862947
2017-12-05,0,2017,12,5,1,2240.0,7.93,28247.162673392184
2017-12-06,0,2017,12,6,2,2054.0,7.22,28448.75346260388
2017-12-07,0,2017,12,7,3,1972.0,6.89,28621.190130624094
2017-12-08,0,2017,12,8,4,2685.0,9.64,27852.697095435684
2017-12-09,2,2017,12,9,5,2248.0,8.81,25516.458569807037
2017-12-10,2,2017,12,10,6,2160.0,8.91,24242.42424242424
2017-12-11,0,2017,12,11,0,2643.0,9.54,27704.40251572327
2017-12-12,0,2017,12,12,1,2518.0,8.82,28548.75283446712
2017-12-13,0,2017,12,13,2,2680.0,9.43,28419.936373276778
2017-12-14,0,2017,12,14,3,2124.0,7.44,28548.387096774193
2017-12-15,0,2017,12,15,4,2030.0,7.14,28431.37254901961
2017-12-16,2,2017,12,16,5,2529.0,9.91,25519.677093844602
2017-12-17,2,2017,12,17,6,2303.0,9.42,24447.983014861995
2017-12-18,0,2017,12,18,0,2485.0,8.81,28206.583427922815
2017-12-19,0,2017,12,19,1,2221.0,7.75,28658.064516129034
2017-12-20,0,2017,12,20,2,2627.0,9.35,28096.25668449198
2017-12-21,0,2017,12,21,3,2577.0,9.13,28225.62979189485
2017-12-22,0,2017,12,22,4,2628.0,9.47,27750.791974656808
2017-12-23,2,2017,12,23,5,2706.0,10.74,25195.530726256984
2017-12-24,2,2017,12,24,6,2959.0,12.2,24254.09836065574
2017-12-25,0,2017,12,25,0,2455.0,8.79,27929.465301478955
2017-12-26,0,2017,12,26,1,2262.0,7.95,28452.830188679243
2017-12-27,0,2017,12,27,2,2478.0,8.84,28031.674208144796
2017-12-28,0,2017,12,28,3,2354.0,8.34,28225.419664268586
2017-12-29,0,2017,12,29,4,2835.0,10.36,27364.864864864867
2017-12-30,2,2017,12,30,5,3389.0,13.71,24719.183078045222
2017-12-31,2,2017,12,31,6,2244.0,9.62,23326.403326403328
2018-01-01,2,2018,1,1,0,2070.0,8.76,23630.13698630137
2018-01-02,0,2018,1,2,1,1720.0,6.18,27831.71521035599
2018-01-03,0,2018,1,3,2,1879.0,6.65,28255.63909774436
2018-01-04,0,2018,1,4,3,1959.0,6.81,28766.51982378855
2018-01-05,0,2018,1,5,4,2141.0,7.58,28245.382585751977
2018-01-06,2,2018,1,6,5,1780.0,6.83,26061.493411420204
2018-01-07,2,2018,1,7,6,1505.0,6.02,25000.0
2018-01-08,0,2018,1,8,0,1267.0,4.4,28795.454545454544
2018-01-09,0,2018,1,9,1,1857.0,6.42,28925.233644859814
2018-01-10,0,2018,1,10,2,1859.0,6.54,28425.076452599387
2018-01-11,0,2018,1,11,3,1777.0,6.22,28569.13183279743
2018-01-12,0,2018,1,12,4,1745.0,6.21,28099.838969404187
2018-01-13,2,2018,1,13,5,2008.0,7.82,25677.74936061381
2018-01-14,2,2018,1,14,6,1892.0,7.66,24699.738903394256
2018-01-15,0,2018,1,15,0,1707.0,6.04,28261.58940397351
2018-01-16,0,2018,1,16,1,1416.0,5.01,28263.473053892216
2018-01-17,0,2018,1,17,2,1656.0,5.84,28356.164383561645
2018-01-18,0,2018,1,18,3,1817.0,6.25,29072.0
2018-01-19,0,2018,1,19,4,1874.0,6.58,28480.243161094226
2018-01-20,2,2018,1,20,5,1921.0,7.42,25889.487870619945
2018-01-21,2,2018,1,21,6,1922.0,7.78,24704.370179948586
2018-01-22,0,2018,1,22,0,2003.0,7.09,28251.05782792666
2018-01-23,0,2018,1,23,1,2139.0,7.54,28368.700265251988
2018-01-24,0,2018,1,24,2,1761.0,6.24,28221.153846153844
2018-01-25,0,2018,1,25,3,1785.0,6.3,28333.333333333336
2018-01-26,0,2018,1,26,4,2101.0,7.63,27536.041939711664
2018-01-27,2,2018,1,27,5,1856.0,7.31,25389.876880984953
2018-01-28,2,2018,1,28,6,2192.0,8.93,24546.4725643897
2018-01-29,0,2018,1,29,0,1823.0,6.42,28395.63862928349
2018-01-30,0,2018,1,30,1,1771.0,6.19,28610.66235864297
2018-01-31,0,2018,1,31,2,2441.0,8.61,28350.754936120793
2018-02-01,0,2018,2,1,3,2196.0,7.7,28519.48051948052
2018-02-02,0,2018,2,2,4,1979.0,7.02,28190.883190883193
2018-02-03,2,2018,2,3,5,1615.0,6.13,26345.84013050571
2018-02-04,2,2018,2,4,6,1582.0,6.02,26279.069767441862
